Time,"BTC / Price, USD"
2021-01-01,29380.6937327878
2021-01-02,32022.6810578609
2021-01-03,33277.8353050848
2021-01-04,31802.1467136178
2021-01-05,34013.1741724138
2021-01-06,36643.2777223846
2021-01-07,39215.6511490356
2021-01-08,40775.4045634132
2021-01-09,40370.6823495032
2021-01-10,38329.3401665693
2021-01-11,35269.5137177089
2021-01-12,33712.4685452952
2021-01-13,37296.5475277615
2021-01-14,39045.518340152
2021-01-15,36710.3174248977
2021-01-16,36177.2610970193
2021-01-17,36069.939466803
2021-01-18,36594.2964018118
2021-01-19,36250.1461893629
2021-01-20,35515.480012858
2021-01-21,31022.9510280538
2021-01-22,32986.4357568673
2021-01-23,32036.2822723553
2021-01-24,32216.1042904734
2021-01-25,32419.7059462303
2021-01-26,32640.6391426067
2021-01-27,30358.9347235535
2021-01-28,33511.287595149
2021-01-29,34166.1494259497
2021-01-30,34349.9170952659
2021-01-31,33157.8325745178
2021-02-01,33570.2718468732
2021-02-02,35596.1489094097
2021-02-03,37578.3732068966
2021-02-04,37129.2029376972
2021-02-05,38045.4136084161
2021-02-06,39341.727081239
2021-02-07,39003.0121817651
2021-02-08,46121.9340724722
2021-02-09,46548.1619912332
2021-02-10,45078.128350263
2021-02-11,47892.8409181765
2021-02-12,47525.2091431911
2021-02-13,47208.6250270602
2021-02-14,48829.8275096435
2021-02-15,48110.2417334892
2021-02-16,49140.3826578024
2021-02-17,52224.9391139684
2021-02-18,51650.0699485681
2021-02-19,55820.5044038574
2021-02-20,55861.8205670953
2021-02-21,57500.7161102864
2021-02-22,53952.1533386324
2021-02-23,48560.4890350672
2021-02-24,49567.3456890707
2021-02-25,47568.131170076
2021-02-26,46231.7675784921
2021-02-27,45834.5133611923
2021-02-28,45359.4641642314
2021-03-01,49634.4471092928
2021-03-02,48304.7054879018
2021-03-03,50690.4671835184
2021-03-04,48472.7954751607
2021-03-05,48800.8173594389
2021-03-06,48970.5244868498
2021-03-07,51086.4681794272
2021-03-08,52088.475131502
2021-03-09,54739.1352542373
2021-03-10,56116.040912332
2021-03-11,57847.2549357101
2021-03-12,57334.641534775
2021-03-13,61288.7941276447
2021-03-14,59905.6184704851
2021-03-15,56121.121924021
2021-03-16,56500.4460257159
2021-03-17,58683.0659824664
2021-03-18,57731.4798410871
2021-03-19,58168.1219222677
2021-03-20,58247.8847066043
2021-03-21,57447.9330198714
2021-03-22,54453.1373508475
2021-03-23,54563.6119458211
2021-03-24,52595.4113237873
2021-03-25,51547.1248953828
2021-03-26,54817.8571122151
2021-03-27,56019.8373055523
2021-03-28,55713.0381396844
2021-03-29,57571.2333477498
2021-03-30,58684.5483921683
2021-03-31,58792.1948275862
2021-04-01,58818.9770985973
2021-04-02,59031.5340192285
2021-04-03,57282.3896247808
2021-04-04,58202.199391993
2021-04-05,58755.8525295149
2021-04-06,58084.0664231444
2021-04-07,56266.8346762127
2021-04-08,57963.3445994155
2021-04-09,58051.7625563998
2021-04-10,59651.5589877265
2021-04-11,59932.9306469901
2021-04-12,59905.9363744594
2021-04-13,63445.638314436
2021-04-14,62869.4955873758
2021-04-15,63231.162987142
2021-04-16,61571.1100905903
2021-04-17,60280.8761758036
2021-04-18,56389.5579812975
2021-04-19,55798.1370771479
2021-04-20,56474.3737586207
2021-04-21,54025.7995745178
2021-04-22,51882.0598106371
2021-04-23,50954.9100607832
2021-04-24,50279.9484464056
2021-04-25,48946.9407428404
2021-04-26,53943.3499783752
2021-04-27,55027.0309848042
2021-04-28,54787.3787071888
2021-04-29,53567.0811938048
2021-04-30,57741.44441654
2021-05-01,57863.5903927528
2021-05-02,56572.5968410286
2021-05-03,57243.0416054939
2021-05-04,53724.10892519
2021-05-05,57342.0256616014
2021-05-06,56527.3529789597
2021-05-07,57341.0684549386
2021-05-08,58736.1258950906
2021-05-09,58288.4256303916
2021-05-10,55902.9277399182
2021-05-11,56612.1026487434
2021-05-12,50972.355081239
2021-05-13,49368.6144739918
2021-05-14,49997.3959011105
2021-05-15,47047.9633331385
2021-05-16,46022.5037090006
2021-05-17,43492.3954833431
2021-05-18,42789.8093921683
2021-05-19,37642.5200017534
2021-05-20,40799.4021475745
2021-05-21,37174.3311014027
2021-05-22,37643.4197983635
2021-05-23,34774.207221917
2021-05-24,38630.4091186441
2021-05-25,38269.7710747516
2021-05-26,39194.8588980129
2021-05-27,38510.8570417884
2021-05-28,35596.7179510228
2021-05-29,34681.8183670368
2021-05-30,35652.1687703098
2021-05-31,37312.9748970193
2021-06-01,36661.3781184687
2021-06-02,37639.4556732905
2021-06-03,39160.1504132086
2021-06-04,36884.3735551724
2021-06-05,35409.5672366452
2021-06-06,35720.6043546464
2021-06-07,33724.9077517826
2021-06-08,33475.0489234366
2021-06-09,37372.9888953828
2021-06-10,36826.0022185856
2021-06-11,37185.3931268264
2021-06-12,35669.1712817066
2021-06-13,38925.4194289889
2021-06-14,40455.5959833431
2021-06-15,40254.6514679135
2021-06-16,38265.5437726476
2021-06-17,38018.6432346581
2021-06-18,35714.3120787259
2021-06-19,35555.9763966686
2021-06-20,35599.9418784337
2021-06-21,31715.1598624196
2021-06-22,32394.5555949737
2021-06-23,33610.4968129749
2021-06-24,34658.972875979
2021-06-25,31683.5032004676
2021-06-26,31890.6764465225
2021-06-27,34506.4911975453
2021-06-28,34376.188538983
2021-06-29,35933.7782178843
2021-06-30,35065.4661533606
2021-07-01,33505.0804935126
2021-07-02,33782.9459464641
2021-07-03,34588.2242916423
2021-07-04,35355.6078883694
2021-07-05,33911.7538404442
2021-07-06,34123.9815680888
2021-07-07,33931.6186382233
2021-07-08,32819.6595312098
2021-07-09,33914.8810742256
2021-07-10,33610.9458386908
2021-07-11,34258.4413898305
2021-07-12,33135.2359117475
2021-07-13,32641.9759610169
2021-07-14,32798.2845189947
2021-07-15,31707.6900368206
2021-07-16,31455.7175818819
2021-07-17,31547.9511990064
2021-07-18,31707.7038527177
2021-07-19,30883.4697462303
2021-07-20,29766.6577182934
2021-07-21,32119.6572258328
2021-07-22,32306.9614285798
2021-07-23,33439.5957028638
2021-07-24,34166.914654588
2021-07-25,35119.9374360023
2021-07-26,37444.7825102279
2021-07-27,39126.5402881356
2021-07-28,39939.1940432495
2021-07-29,40086.1643950906
2021-07-30,41789.6670981882
2021-07-31,41793.3137481005
2021-08-01,39968.9689544126
2021-08-02,39304.1862835769
2021-08-03,38288.8253975453
2021-08-04,39773.9113489188
2021-08-05,40941.650434249
2021-08-06,42790.3573284629
2021-08-07,44484.9005862069
2021-08-08,43972.3010181181
2021-08-09,46265.6424564582
2021-08-10,45488.7912624196
2021-08-11,45676.3263611923
2021-08-12,44405.7483483343
2021-08-13,47717.4853559322
2021-08-14,47124.2050736411
2021-08-15,47074.370710111
2021-08-16,45984.7199070719
2021-08-17,44714.0967982466
2021-08-18,44954.3637469316
2021-08-19,46646.8615049679
2021-08-20,49240.8356049094
2021-08-21,49070.2409701929
2021-08-22,49363.3160952659
2021-08-23,49590.8763676213
2021-08-24,47925.8622127411
2021-08-25,49002.3166049094
2021-08-26,47190.3449929866
2021-08-27,49048.4755891292
2021-08-28,48852.4687995324
2021-08-29,48948.3479579193
2021-08-30,47125.7685189947
2021-08-31,47219.2443424898
2021-09-01,48688.5375572764
2021-09-02,49369.5862746932
2021-09-03,49860.5341635301
2021-09-04,49919.577563647
2021-09-05,51747.6438565167
2021-09-06,52640.5883740503
2021-09-07,46854.4006028638
2021-09-08,46187.9757306254
2021-09-09,46448.7748290473
2021-09-10,44765.2755762712
2021-09-11,45098.5916447691
2021-09-12,46180.6124563998
2021-09-13,44991.5221277031
2021-09-14,47022.6177597896
2021-09-15,48167.1893676213
2021-09-16,47797.3283237873
2021-09-17,47213.7941294565
2021-09-18,48204.0136519579
2021-09-19,47218.4739964933
2021-09-20,42855.5103448276
2021-09-21,40526.4893760958
2021-09-22,43577.5724821742
2021-09-23,44861.2980329047
2021-09-24,42803.307701052
2021-09-25,42735.2658240795
2021-09-26,43131.2941773816
2021-09-27,42496.7852250146
2021-09-28,41223.7862743425
2021-09-29,41453.9470131502
2021-09-30,43781.546015488
2021-10-01,48078.1315543542
2021-10-02,47792.4391943308
2021-10-03,48202.6229177089
2021-10-04,49288.5013106371
2021-10-05,51558.0493319112
2021-10-06,55419.800411163
2021-10-07,53805.1569125658
2021-10-08,53933.5275908825
2021-10-09,55010.9224751607
2021-10-10,54701.2797022209
2021-10-11,57289.1864570426
2021-10-12,56196.1812597896
2021-10-13,57348.8928769725
2021-10-14,57384.0369146698
2021-10-15,61446.0840073057
2021-10-16,60932.0632119228
2021-10-17,61462.2223722969
2021-10-18,61977.0575514319
2021-10-19,64290.8977574518
2021-10-20,66061.7965639977
2021-10-21,62373.8856206897
2021-10-22,60750.9673718293
2021-10-23,61250.082628872
2021-10-24,60865.4470523086
2021-10-25,63031.6729015196
2021-10-26,60393.9802738165
2021-10-27,58563.3359899766
2021-10-28,60564.5721122151
2021-10-29,62230.8055689655
2021-10-30,61742.9165321449
2021-10-31,61432.9700628287
2021-11-01,61092.0950592051
2021-11-02,63024.7472296902
2021-11-03,62955.9817630041
2021-11-04,61393.8899780246
2021-11-05,61005.840833723
2021-11-06,61455.0536268849
2021-11-07,63043.8290590298
2021-11-08,67541.7555081824
2021-11-09,67095.5856706605
2021-11-10,64756.0779689071
2021-11-11,64962.9312939801
2021-11-12,64078.968037405
2021-11-13,64397.7912063121
2021-11-14,65032.2256548217
2021-11-15,63753.5031592636
2021-11-16,60322.4978530099
2021-11-17,60154.3083661601
2021-11-18,56794.1556271186
2021-11-19,58014.0729888954
2021-11-20,59749.4738229106
2021-11-21,59032.6241017534
2021-11-22,56383.5658760958
2021-11-23,57642.2657980713
2021-11-24,57141.8303784337
2021-11-25,59008.6554792519
2021-11-26,53800.6178389831
2021-11-27,54635.8824628872
2021-11-28,57248.5696963764
2021-11-29,57920.7107299825
2021-11-30,57097.0127942724
2021-12-01,57180.6098439509
2021-12-02,56582.8937691408
2021-12-03,53671.6160680888
2021-12-04,49159.7357983635
2021-12-05,49327.0935999416
2021-12-06,50535.4252232612
2021-12-07,50574.4728344828
2021-12-08,50500.6543513735
2021-12-09,47937.8228458212
2021-12-10,47437.2289725307
2021-12-11,49321.7693252484
2021-12-12,50136.5722568673
2021-12-13,46785.3278410286
2021-12-14,48292.6822501461
2021-12-15,48830.6223860316
2021-12-16,47663.4691077148
2021-12-17,46334.4837489772
2021-12-18,46904.8736753361
2021-12-19,46876.426924021
2021-12-20,46954.7634783168
2021-12-21,49082.0624666277
2021-12-22,48692.0987391584
2021-12-23,50712.9707682642
2021-12-24,50783.8344210988
2021-12-25,50590.4508976622
2021-12-26,50798.3065859147
2021-12-27,50796.3776735827
2021-12-28,47673.0440452367
2021-12-29,46470.3215751023
2021-12-30,47102.4630037989
2021-12-31,46355.1173302747
2022-01-01,47560.0093816482
2022-01-02,47352.5577565751
2022-01-03,46453.432351841
2022-01-04,45905.9611221508
2022-01-05,43530.9440388662
2022-01-06,43144.9652928112
2022-01-07,41512.7845808299
2022-01-08,41799.8128848627
2022-01-09,41886.4985569842
2022-01-10,41816.9510561075
2022-01-11,42768.1786116306
2022-01-12,43961.0265441262
2022-01-13,42626.8653924605
2022-01-14,43102.6476180596
2022-01-15,43206.6744812975
2022-01-16,43168.8596671537
2022-01-17,42211.270399474
2022-01-18,42431.2319670368
2022-01-19,41787.722012858
2022-01-20,40756.1261630625
2022-01-21,36492.2872241379
2022-01-22,34996.390965225
2022-01-23,36271.0502650497
2022-01-24,36659.7252206312
2022-01-25,36952.586773232
2022-01-26,36825.8245993571
2022-01-27,37021.9371332554
2022-01-28,37768.8474836353
2022-01-29,38088.2912279953
2022-01-30,37983.5063845704
2022-01-31,38462.6724029807
2022-02-01,38787.9640824079
2022-02-02,36942.3307493279
2022-02-03,37057.6521879018
2022-02-04,41079.9060881356
2022-02-05,41508.5816925774
2022-02-06,42358.2251732905
2022-02-07,43888.980119813
2022-02-08,44167.4447945646
2022-02-09,44405.0732042665
2022-02-10,43614.3426960842
2022-02-11,42357.3217416715
2022-02-12,42173.4593962595
2022-02-13,42195.5947451782
2022-02-14,42646.1618590883
2022-02-15,44511.9084880187
2022-02-16,44065.7092673875
2022-02-17,40610.024261543
2022-02-18,40044.2204856809
2022-02-19,40095.887329398
2022-02-20,38551.6224967855
2022-02-21,37098.0360081824
2022-02-22,38202.5940818235
2022-02-23,37308.2687344243
2022-02-24,38283.790402104
2022-02-25,39323.7702158387
2022-02-26,39056.5781523086
2022-02-27,37664.7792828755
2022-02-28,43179.2545140269
2022-03-01,44334.457582408
2022-03-02,43984.584926768
2022-03-03,42492.7744552893
2022-03-04,39106.4052159556
2022-03-05,39383.8848433665
2022-03-06,38399.3426268264
2022-03-07,38146.734273232
2022-03-08,38725.477261543
2022-03-09,41989.4028179427
2022-03-10,39482.2584672706
2022-03-11,38825.3644214494
2022-03-12,38951.1300157802
2022-03-13,37808.3174004091
2022-03-14,39649.0453243717
2022-03-15,39356.8139000584
2022-03-16,41101.768579135
2022-03-17,40966.4169324956
2022-03-18,41826.1160710111
2022-03-19,42193.1615362361
2022-03-20,41294.7235129164
2022-03-21,41064.429648159
2022-03-22,42383.169518761
2022-03-23,42734.2000355932
2022-03-24,43974.5935882525
2022-03-25,44347.034279661
2022-03-26,44519.9268641145
2022-03-27,46777.2056265342
2022-03-28,47223.6528860316
2022-03-29,47463.7096770894
2022-03-30,47123.2971478667
2022-03-31,45562.2106665693
2022-04-01,46250.3362878434
2022-04-02,45939.8973489188
2022-04-03,46440.5438538866
2022-04-04,46663.0041770894
2022-04-05,45693.0350619521
2022-04-06,43304.9371990064
2022-04-07,43569.0471697837
2022-04-08,42222.0689772063
2022-04-09,42680.9947355932
2022-04-10,42264.4633909994
2022-04-11,39544.0251835184
2022-04-12,40096.3669748685
2022-04-13,41152.7554517826
2022-04-14,39916.4963842782
2022-04-15,40527.3319567504
2022-04-16,40439.5881209819
2022-04-17,39704.7839798364
2022-04-18,40818.8786025716
2022-04-19,41489.6638011689
2022-04-20,41395.64458346
2022-04-21,40457.4959418469
2022-04-22,39737.9735040912
2022-04-23,39582.4548720047
2022-04-24,39511.6456928697
2022-04-25,40473.7483176505
2022-04-26,38072.800873758
2022-04-27,39218.5376174752
2022-04-28,39747.9894270018
2022-04-29,38609.5059070719
2022-04-30,37714.0949804208
2022-05-01,38459.226979135
2022-05-02,38566.0628877849
2022-05-03,37704.4053153127
2022-05-04,39641.852176505
2022-05-05,36502.0245601403
2022-05-06,36042.9995584453
2022-05-07,35508.7110227937
2022-05-08,34058.9066861484
2022-05-09,30457.9218194039
2022-05-10,30990.7351659848
2022-05-11,28796.5568217417
2022-05-12,29030.7070417884
2022-05-13,29285.9346718293
2022-05-14,30051.935755114
2022-05-15,31182.6212460549
2022-05-16,29889.6124757452
2022-05-17,30438.1944476914
2022-05-18,28771.2204786675
2022-05-19,30257.8852483928
2022-05-20,29224.245998422
2022-05-21,29420.0782857978
2022-05-22,30331.87514173
2022-05-23,29088.2515419638
2022-05-24,29643.6837556984
2022-05-25,29577.259880187
2022-05-26,29332.4860467563
2022-05-27,28612.0413103448
2022-05-28,29045.5206344243
2022-05-29,29430.0689800117
2022-05-30,31735.9549719462
2022-05-31,31831.4095251315
2022-06-01,29825.9221992987
2022-06-02,30504.2679997078
2022-06-03,29662.6709708942
2022-06-04,29792.4076779077
2022-06-05,29915.4093009936
2022-06-06,31333.6770197545
2022-06-07,31175.0324289889
2022-06-08,30228.464698422
2022-06-09,30064.4855289305
2022-06-10,29070.4000300994
2022-06-11,28360.7899231444
2022-06-12,26830.2839456458
2022-06-13,22316.2570400351
2022-06-14,22072.8663085915
2022-06-15,22520.7910087668
2022-06-16,20310.1769848042
2022-06-17,20464.9290873174
2022-06-18,19013.8672536528
2022-06-19,20492.2951683226
2022-06-20,20571.6292247224
2022-06-21,20688.4651312098
2022-06-22,20003.1683375219
2022-06-23,21097.1028331385
2022-06-24,21299.0769853887
2022-06-25,21468.3431566335
2022-06-26,21066.6209430158
2022-06-27,20751.0516960842
2022-06-28,20263.2196393922
2022-06-29,20080.9480864991
2022-06-30,19332.9121294565
2022-07-01,19341.8631240795
2022-07-02,19231.8317083577
2022-07-03,19276.5146639392
2022-07-04,20226.2984745763
2022-07-05,20193.3427938048
2022-07-06,20560.8438126826
2022-07-07,21651.4191423144
2022-07-08,21813.7871239042
2022-07-09,21585.1321922852
2022-07-10,20831.2733915839
2022-07-11,19971.3294704851
2022-07-12,19339.1534734074
2022-07-13,20155.5278386908
2022-07-14,20552.8990289304
2022-07-15,20831.722700526
2022-07-16,21196.5091428989
2022-07-17,20827.8886085915
2022-07-18,22305.7066428989
2022-07-19,23371.2026601403
2022-07-20,23280.9356680304
2022-07-21,23152.4093112215
2022-07-22,22706.0835554646
2022-07-23,22484.4592317358
2022-07-24,22653.3570260082
2022-07-25,21510.1255874342
2022-07-26,21181.6591967855
2022-07-27,22898.4150683226
2022-07-28,23838.5568838691
2022-07-29,23950.7403798948
2022-07-30,23623.4349611338
2022-07-31,23356.1722215079
2022-08-01,23331.4426969608
2022-08-02,23031.4268834015
2022-08-03,22809.7474418469
2022-08-04,22628.3320821157
2022-08-05,23248.9715023378
2022-08-06,22996.2750452952
2022-08-07,23153.6584713618
2022-08-08,23803.6505154296
2022-08-09,23186.2917464641
2022-08-10,23923.0584830508
2022-08-11,23934.4390561075
2022-08-12,24396.3088462887
2022-08-13,24426.2225748101
2022-08-14,24314.2021315021
2022-08-15,24083.9539748685
2022-08-16,23868.8193530099
2022-08-17,23336.3489310345
2022-08-18,23221.1706028638
2022-08-19,20906.7663141438
2022-08-20,21146.6548021625
2022-08-21,21553.9961717125
2022-08-22,21301.0840581531
2022-08-23,21534.5143521333
2022-08-24,21424.9728232028
2022-08-25,21587.8395844535
2022-08-26,20246.1655733489
2022-08-27,20043.9909485681
2022-08-28,19673.5412188778
2022-08-29,20270.960383986
2022-08-30,19825.4632066043
2022-08-31,20024.6716059614
2022-09-01,20105.4626072472
2022-09-02,19948.8567472823
2022-09-03,19803.8332697253
2022-09-04,19961.9118907072
2022-09-05,19797.7967884278
2022-09-06,18846.150537405
2022-09-07,19292.9070745178
2022-09-08,19319.1248512566
2022-09-09,21363.3136152542
2022-09-10,21715.2107980713
2022-09-11,21732.7705686733
2022-09-12,22365.2145601987
2022-09-13,20165.0421607247
2022-09-14,20246.3660424313
2022-09-15,19696.8698661601
2022-09-16,19741.5776168907
2022-09-17,20120.7023459965
2022-09-18,19427.1002626534
2022-09-19,19557.9769582116
2022-09-20,18872.9498667446
2022-09-21,18506.7607481005
2022-09-22,19414.5396449445
2022-09-23,19326.8648199883
2022-09-24,18924.7677872589
2022-09-25,18793.1561531268
2022-09-26,19201.1317209234
2022-09-27,19106.7389135009
2022-09-28,19454.937210111
2022-09-29,19540.8664105786
2022-09-30,19435.1946917008
2022-10-01,19311.861629398
2022-10-02,19015.2928050847
2022-10-03,19633.4325859147
2022-10-04,20339.9712811221
2022-10-05,20155.0996987142
2022-10-06,19950.5477957335
2022-10-07,19539.1439216832
2022-10-08,19416.1772291058
2022-10-09,19428.3671323787
2022-10-10,19154.4042346581
2022-10-11,19039.2820683811
2022-10-12,19156.9115645821
2022-10-13,19387.8336806546
2022-10-14,19177.6941031561
2022-10-15,19069.8749272355
2022-10-16,19261.7497878434
2022-10-17,19557.0218106371
2022-10-18,19341.4075543542
2022-10-19,19132.1544254822
2022-10-20,19033.3760239626
2022-10-21,19174.8763487434
2022-10-22,19207.6285078901
2022-10-23,19565.4123243717
2022-10-24,19341.460210111
2022-10-25,20094.9611215663
2022-10-26,20797.0308258328
2022-10-27,20280.1751280538
2022-10-28,20604.6138535944
2022-10-29,20803.8999205143
2022-10-30,20616.7033766803
2022-10-31,20490.8581808884
2022-11-01,20483.966530976
2022-11-02,20148.2845537697
2022-11-03,20198.1111860316
2022-11-04,21157.2449275278
2022-11-05,21283.4715999416
2022-11-06,20946.8030359439
2022-11-07,20568.5651183518
2022-11-08,18520.971163647
2022-11-09,15758.2912819988
2022-11-10,17541.5602866745
2022-11-11,16916.8506312098
2022-11-12,16771.2426718293
2022-11-13,16320.4983375219
2022-11-14,16629.4784146698
2022-11-15,16855.59378609
2022-11-16,16659.6063345996
2022-11-17,16675.1790204559
2022-11-18,16661.5229576271
2022-11-19,16696.0040581531
2022-11-20,16246.8446992987
2022-11-21,15778.0174047341
2022-11-22,16172.8893445354
2022-11-23,16574.0617299825
2022-11-24,16583.5243445354
2022-11-25,16522.3887767388
2022-11-26,16448.6413077148
2022-11-27,16436.0707688486
2022-11-28,16212.5814161309
2022-11-29,16443.0368199883
2022-11-30,17176.8986914085
2022-12-01,16961.2918042081
2022-12-02,17075.1091370544
2022-12-03,16899.5073831093
2022-12-04,17121.7149824664
2022-12-05,16961.3517866745
2022-12-06,17070.5158281707
2022-12-07,16848.2518243717
2022-12-08,17231.4563223261
2022-12-09,17136.1490008767
2022-12-10,17124.2146797195
2022-12-11,17094.3606592636
2022-12-12,17195.5249962011
2022-12-13,17774.9166320865
2022-12-14,17809.7240835769
2022-12-15,17344.0544569258
2022-12-16,16606.1101750438
2022-12-17,16774.3853702513
2022-12-18,16776.1159254822
2022-12-19,16424.1313857393
2022-12-20,16901.8169362946
2022-12-21,16800.5329707773
2022-12-22,16814.2225791935
2022-12-23,16780.5169798363
2022-12-24,16837.612170076
2022-12-25,16824.8389736996
2022-12-26,16879.9382273524
2022-12-27,16698.9112708942
2022-12-28,16536.2942001753
2022-12-29,16630.5931551724
2022-12-30,16593.6888287551
2022-12-31,16524.2178024547
